tf_code,tf_name,sf_code,sf_name,distance_km
269l1z,آیس پک مرکزی قلهک,0yjvdm,آبمیوه بستنی کوهستان (قلهک),0.125997705
269opn,قهوه ویل,0mr1vv,کافه ویل,0.072457378
269r94,Snow coffee,7jxdox,کافه برف,0.011443211
269x7o,جگرسرای دلکده ,klw71j,کبابی و جگرکی دلکده,0.029640767
269yx8,بیرون بر نمونه ساحلی,mey56r,بیرون بر نمونه ساحلی,0.242545669
26r36z,رستوران فخر ایرانی ,31m6x2,چلو کباب فخر ایرانی,0.020258788
26r697,نانوایی سنگک سنتی فاخته,wdwnzv,نانوایی سنگکی فاخته,0.133310473
26r6l3,نانوایی لواش جوانه گندم,p89jq5,نان لواشی جوانه,0.103094322
26rggg,فست فود هاتشام مهدی,37xe12,فست فود هات شام مهدی,0.051731428
26rk9y,رستوران لوکالری,vxq7w5,غذای سالم ورژیمی لوکالری,0.012194807
26ro1l,سنگکی کاج (آزاد پز),xd24l9,نان سنگک کاج (آزادپز),0.032099619
26ro4x,پیتزا هوم,vx1nxm,پیتزا هوم,0.075835546
26rpn9,قنادی شکلاتی,nnv7o8,شیرینی شکلاتی شعبه 2,0.056456835
26rr9l,رستوران اتفود,jym2lg,فست فود ات فود,0.002900363
26rzg2,ژامبون سرد ژ,0wn8wz,ژامبون سرد ژ,0.019918471
26x412,کباب و حلیم قجری ,44q95x,کباب قجری,0.03668061
27131x,سوپر میوه قدوسی,gnkqrx,میوه سرای شبانه روزی قدوسی,0.032061275
27143k,رستوران خاقان,pzmxyj,کترینگ خاقان,0.0094922
2714k3,هایپرمیوه باغ طلایی,o9jlrq,هایپر میوه باغ طلایی,0.016638619
2718y1,نانوایی سنگک یامینی,0gq84x,نانوایی سنگکی امینی,0.012322193
2719n4,نانوایی تافتون سرای نان,94l6nk,نان تافتون سرای نان,0.000948248
271k37,نانوایی لواشی گل گندم,0qr2vx,لواش گل گندم (اکباتان),0.071594631
271zkw,پروتیین ارسین,kljygn,پروتئین آرسین,0.006537421
2773r9,فست فود نوبهار,pzev7e,فست فود نوبهار 1,0.017989147
2774n8,سوپر گوشت زارع,0yoeey,سوپر گوشت زارع,0.285878813
277n4l,کافی شاپ لئو,l28vd9,کافه لئو,0.025202179
277nmz,سبزی خاتون,p56zdx,سبزی خاتون,0.339087147
277o93,ویل برگر,jymkog,وال برگر,0.06451805
277x79,رستوران عمو کریم,jy471v,رستوران عمو کریم,0.010068127
279oo2,رستوان و سفره خانه سنتی سرای حوض,27rxve,رستوران سنتی سرای حوض,0.157955393
27m9l3,برگر مسعود,0yvz2r,رستوران مسعود,0.262727893
27mokl,سبزی خرد کنی ریحانه سعید اصلی ,p4o5ln,سبزی خردکنی ریحانه,0.008603909
27mrz4,مجتمع نان لواشی شفق ,qy5qwx,مجتمع نان شفق (لواش-آزادپز),0.003309698
27r6g5,مجموعه غذایی پدیده اهورا,wdq5dq,کافه رستوران پدیده اهورا,0.011284039
281385,نانوایی سنگک دشتی,wd97zv,نان سنگک دشتی (آزادپز),0.064832108
2861r3,کترینگ حاج عباس,27zyol,تهیه غذای حاج عباس,0.019591816
286468,فست فود لقمه طلایی,0mn1xq,فست فود لقمه طلایی,0.030277335
286671,غذای خانگی عمه مریم ,r5qvwv,رستوران عمه مریم,0.005909953
2869gk,مجتمع نان ساغر,qy1ro9,مجتمع نان سناباد,0.019000345
28gkp5,کافی شاپ گپ تایم,jyjzwr,کافه گپ تایم,0.002615684
28k4wn,ساندویچی معرکه آبادان,dqqd8n,فلافل معرکه آبادان,0.014302786
28k6ym,کترینگ ریحون,6drq4w,رستوران ریحون,0.094524555
28k7l4,کترینگ پرنده های آبی,dqrdmn,رستوران پرنده های آبی,0.01504082
28kl49,سنگکی نارمک,0n89y2,نان سنگک نارمک,0.006681468
28kp41,کباب زغالی نارنج,klwj6q,کباب ذغالی نارنج (جنت آباد),0.01311385
28kro7,اژدر زاپاتا (چهارراه صدف),qylmnx,فست فود اژدر زاپاتا (چهارراه صدف),0.023621748
28kxoy,نانوایی سنگک گلدشت,gngldx,نان سنگک وی نان (شعبه گلدشت - آزادپز),0.00563255
28kxyk,آشکده کد خدا,12xxw2,آشکده کدخدا,0.026742382
28ky9r,نانوایی تافتونی,27q5dq,نان تافتون شاطری,0.038990607
28kyng,کافه بستنی یزجون,kl92yk,آبمیوه بستنی یزجون,0.007359864
28p7w8,گل و گندم,y1971d,نان بربری گل گندم,0.027122304
28pn3n,فست فود کوکیدو,09kg6n,کوکیدو کنتاکی,0.007802492
28y1x5,سوپر میوه ثامن,l25ne9,میوه سرای ثامن,0.073538816
2948zk,تهیه غذای مهماندار ایرانیان,qyl8zy,کترینگ مهماندار ایرانیان,0.005270139
294mmz,هایپر میوه شقایق,p6gxwg,سوپر میوه شقایق,0.061678576
294xrm,قنادی شقایق,6do24o,شیرینی شقایق,0.008051868
296my5,ساندویچ ترنج,0rlmg1,فست فود ترنج,0.091493272
296y35,هایپر میوه طلایی,jy46kv,هایپرمیوه طلایی,0.030047185
29nnrp,نانوایی بربری یادگار,dq784d,نان بربری یادگار (آزادپز),0.019282179
29np1o,هایپرمیوه اختیاریه (تسلیمی) ,qyym7y,سرای میوه شعبه اختیاریه,0.08302886
29np3r,لبنیات سنتی دشتی,7jrwx2,آبمیوه بستنی دشتی,0.056376138
29x148,قنادی هانا,pvd6g1,کیک و شیرینی هانا (هاشمیه),0.030483181
29x87m,پیتزا پم پم,y1954r,فست فود پم پم,0.00840406
29xr34,مجتمع نان صارمی,o9g518,نان سنگک و بربری صارمی(آزادپز),0.00715993
29xz66,کباب ذغالی گلپایگان,31lq6k,تهیه غذای کبابی گلپایگانی,0.007902819
2g73yk,کافه ویلانژ,5ow4yv,قهوه ویلانژ,0.060026063
2g7ggr,رستوران پدیده,0gyymm,رستوران پدیده,0.244371538
2g7o38,کترینگ هتل آبتین,85ozky,کترینگ آبتین,0.055407264
2g93g7,طباخی سحر ,271q4e,طباخی سحر,0.074313293
2g9go6,تشریفات گستران بی چونی,vx1yz5,رستوران بی چونی,0.028370235
2g9m11,فست فود ۱۹۶,vxlyv5,فست فود 196,0.031266599
2g9nny,سنگکی کاخ,nnj6nr,نان سنگک کاج,0.382593253
2g9nx4,قنادی آرامیس,31688y,شیرینی و آجیل آرامیس,0.048923192
2g9r1n,رستوران فیت فود,y19vor,رستوران فیت فود,0.360918537
2g9zx1,مجتمع نان یزدان ,qyl642,نان سنگک یزدان(آزادپز),0.01605135
2gx61l,فست فود هفت چنار (گلستان),kloeno,فلافل هفت چنار,0.057685374
2gx7mn,دونر کباب نشاط,3xr796,دونر کباب نشاط,0.132908791
2k37kk,مجتمع نان بورک,444enn,سنگکی بورک (آزادپز),0.01895641
2k37xx,کافه وی وُ,3289re,کافه وی وُ,0.3873524
2k3rz4,رستوران سامورایی اویشیدا ,qyyv12,رستوران سامورایی اویشیدا (فودکورت اطلس مال),0.073097369
2k3y7p,آبمیوه و بستنی عمو نعمت,p6rvz6,آبمیوه و بستنی عمو نعمت,0.043791467
2k63ow,جگرکی بابایی,znd9je,جگرکی بابایی,0.290270964
2k64o8,محصولات پروتئینی پویا نو,l2g54n,پروتئینی پویانو,0.00365203
2k6818,کافه رستوران ایتالیایی مریخ,xdgoj2,پیتزا مریخ,0.122576233
2k697z,رستوران جاودانی,p8yelm,رستوران جاودانی,0.101113046
2k6mkw,فست فود ایرونی ,p47e4j,رستوران بیرون بر ایرونی,0.223925765
2k6moz,قهوه د ویش ,me954q,کافه د ویش,0.027734719
2k6o7p,نان سنگک سنتی کوکا,r5xwz9,نان سنگک یوسفی (شعبه کوکا),0.040294148
2k6ozx,جگرشو,kljrmj,کبابی و جگرکی جگر شو,0.010839541
2k6p79,پیتزا هجیج,kl7j9g,فست فود هجیج,0.007481564
2k6p9k,کافه ۲۴,94ev16,کافه 24,0.012833621
2kl17r,مرغ بریان آتیش,854w5g,سوخاری و بریانکده آتیش,0.037265908
2kl1w9,پروتئین نمونه یزدی (دهکده),944x66,سوپر پروتیین نمونه یزدی,0.015359467
2kl7gr,کافه رستوران کریمخان,klw2zo,رستوران کریمخان (فاطمی),0.014764415
2kl8nl,سیتو فود,o9gdxj,فست فود سیتوساندویچ,0.019423697
2klnm8,غذا کده هو۱۱۰,vxedxm,رستوران هو 110,0.006977076
2klomw,جگرکی اردبيل ,p5ry5x,جگر سرای اردبیل,0.001454245
2klozy,مجتمع نان رضاشهر,27rnzd,نان سنگک و لواش رضاشهر(آزادپز),0.0534058
2klpy3,سرای سنتی سیمرغ,7j94qg,رستوران سیمرغ,0.029534683
2klzlg,رستوران امیربرگر ,85x1xy,امیر برگر,0.008795855
2kr9r5,پروتئین پدیده,e5q7o2,توزیع گوشت و مرغ پدیده,0.07805739
2krrr5,کبابسرای توتک,qyd58w,کباب سرای توتک,0.079597219
2llgx3,طباخی سیراب شیردان سجاد,wdqk6g,طباخی کله پاچه سیراب سجاد (شعبه 2),0.007206857
2lln14,مجتمع نان بهار ,mel65o,سنگک و بربری بهار,0.085366427
2llpw6,باقلواسازی سلامت,r5q1r9,باقلوا سلامت,0.039930633
2llr67,پیتزا پلازا,vxq15m,فست فود پیتزا پلازا,0.299156621
2lw17y,نانوایی بربری گل گندم ,zn1251,بربری گل گندم (جنت آباد جنوبی),0.033355881
2lw76r,پروتئین زرین ,37g14g,فرآورده های گوشتی زرین,0.035184121
2lw966,مجموعه غذایی و بیرون بر میترا,85g88r,مجموعه غذایی میترا شعبه چنچنه,0.034619464
2lwlm4,فلافلی ابوعلی,p5ek6e,فلافلی ابو علی (پارک 17 شهریور),0.000618559
2lwmy3,پیتزا پارک (شعبه نبرد شمالی),0jr9x9,پیتزا پارک (شعبه نبرد شمالی),0.108202135
2lwp9w,کافه رستوران پارسی,7jolq2,بیرون بر و رستوران پارسی,0.008719509
2lz1o1,کافه مون,me9l8z,کافه من,0.019567388
2lz3gn,سان ویچ,124rqy,سان ویچ,0.011718538
2lz6r8,سبزی خردکنی مینوسا,85xjoy,سبزی خردکنی مینوسا,0.270349419
2lz9xp,نان فانتزی مهرنان,po85n8,نان فانتزی مهر نان,0.011315151
2lzg3g,قهوه کافئین,vxr2qd,کافی شاپ کافئین,0.018421817
2lzgz6,پیتزا کاکتوس,xd54l6,فست فود کاکتوس,0.012449295
2lzk86,آبمیوه بستنی ویلا,37qowm,آبمیوه بستنی ویلا,0.043678284
2lzo69,فست فود تام لند,gnzz6x,فست فود تام لند,0.201663484
2lzrrr,کافه قنادی وانیل آس ,31lod7,کافه قنادی وانیل آس,0.016207874
2lzwr9,ساندویچ بی نظیر,94e4k6,فست فود بی نظیر,0.005187776
2m1on2,آش برق,0m67jr,آش برق,0.20941354
2m3m82,پروتئین استقلال,0n47d8,پروتئین بهشت نو (استقلال),0.202906074
2m43p5,کافه وی,3289re,کافه وی وُ,0.407397321
2m8ko5,فست فود هرشب,jye6jq,فست فود هرشب,0.425113692
2mkklo,کترینگ یوکا,3xxn89,رستوران یوکا,0.020498134
2mkkx6,نانوایی سنگک نمونه ظفر,0nry92,سنگکی ظفر (آزادپز),0.12563204
2mkm7y,قنادی شیرین بانو,dqeo2w,آجیل و شیرینی شیرین بانو,0.011401733
2mkm99,پیتزا ساندویچ امین,7jo6m2,فست فود امین,0.022890252
2mkrwl,رستوران کلبه ,dqv71w,رستوران کلبه,0.313987896
2mkyyg,هایپر میوه سیوان (شعبه سجاد),e5eq5m,هایپرمیوه سیوان,0.006575793
2mkzno,دستچین لوکس,44jn9y,میوه عمو حسن (دستچین),0.008474457
2mkzy1,"کباب سرای ذغالی، حلیم لاچوان",o99e8o,کبابسرا و حلیم لاچوان,0.032326305
